osmid,y,x,street_count,junction,highway,ref,geometry
2955667632,18.5188706,73.9066684,3,,,,POINT (73.9066684 18.5188706)
2955669338,18.51902,73.9119192,3,,,,POINT (73.9119192 18.51902)
2955669344,18.5194184,73.9066269,3,,,,POINT (73.9066269 18.5194184)
2955669345,18.5194102,73.9119006,3,,,,POINT (73.9119006 18.5194102)
2955669346,18.5194298,73.9108395,3,,,,POINT (73.9108395 18.5194298)
2955669353,18.5197361,73.9087033,1,,,,POINT (73.9087033 18.5197361)
2955669354,18.519718,73.9118752,3,,,,POINT (73.9118752 18.519718)
2955669359,18.5197412,73.9108665,3,,,,POINT (73.9108665 18.5197412)
2955669367,18.5198286,73.9182661,3,,,,POINT (73.9182661 18.5198286)
2955669377,18.520623,73.9079316,1,,,,POINT (73.9079316 18.520623)
2955669378,18.5206574,73.9096619,3,,,,POINT (73.9096619 18.5206574)
2955669382,18.5208522,73.9064548,4,,,,POINT (73.9064548 18.5208522)
2955669383,18.5208753,73.9034013,3,,,,POINT (73.9034013 18.5208753)
2955669384,18.5209691,73.9079523,1,,,,POINT (73.9079523 18.5209691)
2955669385,18.5209959,73.9096371,3,,,,POINT (73.9096371 18.5209959)
2955669391,18.5215244,73.9095837,3,,,,POINT (73.9095837 18.5215244)
2955669397,18.5220026,73.9063812,4,,,,POINT (73.9063812 18.5220026)
2955669398,18.522004,73.9064714,3,,,,POINT (73.9064714 18.522004)
2955669400,18.5222105,73.9055421,3,,,,POINT (73.9055421 18.5222105)
2955669401,18.5222194,73.9031616,3,,,,POINT (73.9031616 18.5222194)
2955669403,18.5224979,73.9054797,3,,,,POINT (73.9054797 18.5224979)
2955669404,18.5225119,73.9031274,4,,,,POINT (73.9031274 18.5225119)
2955669405,18.5225383,73.9015771,1,,,,POINT (73.9015771 18.5225383)
2955669421,18.5235785,73.9086372,3,,,,POINT (73.9086372 18.5235785)
2955669422,18.5234031,73.9014149,1,,,,POINT (73.9014149 18.5234031)
2955669423,18.5236011,73.9054399,3,,,,POINT (73.9054399 18.5236011)
2955669424,18.5246443,73.9014644,1,,,,POINT (73.9014644 18.5246443)
2955669425,18.5236512,73.903805,1,,,,POINT (73.903805 18.5236512)
2955669430,18.5239845,73.901518,3,,,,POINT (73.901518 18.5239845)
2955669437,18.5241094,73.9054366,3,,,,POINT (73.9054366 18.5241094)
2955669439,18.524197,73.9062724,4,,,,POINT (73.9062724 18.524197)
2955669440,18.5241415,73.903849,1,,,,POINT (73.903849 18.5241415)
2955669441,18.5241598,73.9054336,3,,,,POINT (73.9054336 18.5241598)
2955669446,18.5242783,73.9054361,3,,,,POINT (73.9054361 18.5242783)
2955669447,18.524305,73.9029447,3,,,,POINT (73.9029447 18.524305)
2955669448,18.5243954,73.9014918,3,,,,POINT (73.9014918 18.5243954)
2955669449,18.5243753,73.905438,3,,,,POINT (73.905438 18.5243753)
2955669450,18.5244137,73.9062533,3,,,,POINT (73.9062533 18.5244137)
2955669451,18.5244114,73.9029646,3,,,,POINT (73.9029646 18.5244114)
2955669460,18.52457,73.9029817,3,,,,POINT (73.9029817 18.52457)
2955669471,18.5249345,73.9054379,1,,,,POINT (73.9054379 18.5249345)
2955669472,18.5249253,73.9048141,3,,,,POINT (73.9048141 18.5249253)
2955669473,18.5249244,73.9046343,3,,,,POINT (73.9046343 18.5249244)
2955669478,18.5250632,73.9013085,1,,,,POINT (73.9013085 18.5250632)
2955669479,18.5253198,73.9054749,1,,,,POINT (73.9054749 18.5253198)
2955669482,18.5253385,73.9048201,3,,,,POINT (73.9048201 18.5253385)
2955669483,18.5253434,73.904648,3,,,,POINT (73.904648 18.5253434)
2955669484,18.525508,73.9088106,1,,,,POINT (73.9088106 18.525508)
2955669489,18.5258411,73.9072601,1,,,,POINT (73.9072601 18.5258411)
2955669490,18.5258144,73.9075297,1,,,,POINT (73.9075297 18.5258144)
2955669492,18.5261199,73.9012508,1,,,,POINT (73.9012508 18.5261199)
2955669493,18.5261244,73.9061638,3,,,,POINT (73.9061638 18.5261244)
2955669494,18.5261487,73.9053203,1,,,,POINT (73.9053203 18.5261487)
2955669495,18.5263242,73.9012887,1,,,,POINT (73.9012887 18.5263242)
2955669497,18.5263636,73.9075309,3,,,,POINT (73.9075309 18.5263636)
2955669498,18.5263645,73.9072604,4,,,,POINT (73.9072604 18.5263645)
2955669499,18.5263596,73.9067282,4,,,,POINT (73.9067282 18.5263596)
2955669500,18.5263738,73.9062507,4,,,,POINT (73.9062507 18.5263738)
2955669501,18.5263748,73.9061607,3,,,,POINT (73.9061607 18.5263748)
2955669502,18.5264879,73.9077067,1,,,,POINT (73.9077067 18.5264879)
2955669503,18.5265012,73.9096351,3,,,,POINT (73.9096351 18.5265012)
2955669507,18.5268682,73.9075257,1,,,,POINT (73.9075257 18.5268682)
2955669508,18.5268396,73.9067391,1,,,,POINT (73.9067391 18.5268396)
2955669509,18.5268597,73.9072771,1,,,,POINT (73.9072771 18.5268597)
2955669512,18.5271395,73.9081594,1,,,,POINT (73.9081594 18.5271395)
2955669513,18.5271643,73.9096336,3,,,,POINT (73.9096336 18.5271643)
2955669515,18.5275439,73.9045206,1,,,,POINT (73.9045206 18.5275439)
2955669517,18.5276147,73.9082927,1,,,,POINT (73.9082927 18.5276147)
2955669518,18.5276201,73.9073275,1,,,,POINT (73.9073275 18.5276201)
2955669520,18.5276657,73.907836,1,,,,POINT (73.907836 18.5276657)
2955669521,18.5276464,73.9081023,1,,,,POINT (73.9081023 18.5276464)
2955669523,18.5278167,73.9061423,3,,,,POINT (73.9061423 18.5278167)
2955669524,18.5278202,73.90526,3,,,,POINT (73.90526 18.5278202)
2955669525,18.527949,73.9073417,3,,,,POINT (73.9073417 18.527949)
2955669526,18.5281712,73.9073637,1,,,,POINT (73.9073637 18.5281712)
2955669528,18.5282727,73.9045996,1,,,,POINT (73.9045996 18.5282727)
2955669529,18.5283324,73.9052588,3,,,,POINT (73.9052588 18.5283324)
2955669531,18.5289722,73.9083318,3,,,,POINT (73.9083318 18.5289722)
2955669532,18.5289968,73.9081501,3,,,,POINT (73.9081501 18.5289968)
2955707710,18.5284748,73.9247208,3,,,,POINT (73.9247208 18.5284748)
2955707712,18.5287376,73.9249745,3,,,,POINT (73.9249745 18.5287376)
2955707713,18.5288552,73.9132663,1,,,,POINT (73.9132663 18.5288552)
2955707715,18.5288551,73.9259636,3,,,,POINT (73.9259636 18.5288551)
2955707716,18.52925,73.9277103,3,,,,POINT (73.9277103 18.52925)
2955707718,18.5293324,73.9108811,1,,,,POINT (73.9108811 18.5293324)
2955707719,18.5293432,73.9114292,1,,,,POINT (73.9114292 18.5293432)
2955707721,18.5299629,73.9233143,1,,,,POINT (73.9233143 18.5299629)
2955707722,18.5296022,73.911955,1,,,,POINT (73.911955 18.5296022)
2955707725,18.5300755,73.9094004,3,,,,POINT (73.9094004 18.5300755)
2955707726,18.5303865,73.9127737,3,,,,POINT (73.9127737 18.5303865)
2955707727,18.5304248,73.9133245,1,,,,POINT (73.9133245 18.5304248)
2955707728,18.5305943,73.9108405,3,,,,POINT (73.9108405 18.5305943)
2955707729,18.5307169,73.9113927,3,,,,POINT (73.9113927 18.5307169)
2955707730,18.5308249,73.9119548,3,,,,POINT (73.9119548 18.5308249)
2955709833,18.5317248,73.9294323,1,,turning_circle,,POINT (73.9294323 18.5317248)
2955709835,18.5319075,73.9283539,3,,,,POINT (73.9283539 18.5319075)
2955709840,18.5322755,73.9252174,3,,,,POINT (73.9252174 18.5322755)
2955709841,18.5323392,73.9247977,3,,,,POINT (73.9247977 18.5323392)
2955709844,18.5325887,73.9116165,1,,,,POINT (73.9116165 18.5325887)
2955709845,18.5329004,73.9163708,3,,,,POINT (73.9163708 18.5329004)
2955709849,18.5334442,73.9251636,3,,,,POINT (73.9251636 18.5334442)
2955709851,18.5334764,73.9258024,3,,,,POINT (73.9258024 18.5334764)
2955709855,18.5336028,73.9331386,3,,,,POINT (73.9331386 18.5336028)
2955709859,18.5337775,73.9226056,4,,,,POINT (73.9226056 18.5337775)
2955709860,18.5333719,73.9307846,3,,,,POINT (73.9307846 18.5333719)
2955709861,18.5337997,73.9321985,3,,,,POINT (73.9321985 18.5337997)
2955709862,18.5338168,73.9323957,3,,,,POINT (73.9323957 18.5338168)
2955709872,18.5339844,73.9317817,3,,,,POINT (73.9317817 18.5339844)
2955709873,18.5339749,73.9325898,3,,,,POINT (73.9325898 18.5339749)
2955709874,18.5340936,73.924694,4,,,,POINT (73.924694 18.5340936)
2955709878,18.5341167,73.9108473,1,,,,POINT (73.9108473 18.5341167)
2955709879,18.5341044,73.9310499,3,,,,POINT (73.9310499 18.5341044)
2955709881,18.5341758,73.9306311,3,,,,POINT (73.9306311 18.5341758)
2955709884,18.5341178,73.9254347,4,,,,POINT (73.9254347 18.5341178)
2955709886,18.5341802,73.9313408,3,,,,POINT (73.9313408 18.5341802)
2955709887,18.5341983,73.9304029,3,,,,POINT (73.9304029 18.5341983)
2955709888,18.5342014,73.9104571,3,,,,POINT (73.9104571 18.5342014)
2955709889,18.5341849,73.9259863,3,,,,POINT (73.9259863 18.5341849)
2955709892,18.5342521,73.9333267,3,,,,POINT (73.9333267 18.5342521)
2955709893,18.534329,73.9272356,3,,,,POINT (73.9272356 18.534329)
2955709896,18.5342952,73.9328647,3,,,,POINT (73.9328647 18.5342952)
2955709904,18.5343855,73.9324446,1,,,,POINT (73.9324446 18.5343855)
2955709909,18.5344908,73.9316851,3,,,,POINT (73.9316851 18.5344908)
2955709910,18.5345715,73.9314024,3,,,,POINT (73.9314024 18.5345715)
2955709912,18.53455,73.9304102,1,,,,POINT (73.9304102 18.53455)
2955709916,18.534599,73.9312687,3,,,,POINT (73.9312687 18.534599)
2955709917,18.5346786,73.9273009,3,,,,POINT (73.9273009 18.5346786)
2955709918,18.5346748,73.9131108,3,,,,POINT (73.9131108 18.5346748)
2955709919,18.5346997,73.9280961,3,,,,POINT (73.9280961 18.5346997)
2955709922,18.5347739,73.9312897,3,,,,POINT (73.9312897 18.5347739)
2955709932,18.534982,73.9332491,1,,,,POINT (73.9332491 18.534982)
2955709933,18.5349637,73.9280866,3,,,,POINT (73.9280866 18.5349637)
2955709934,18.5349985,73.9273581,3,,,,POINT (73.9273581 18.5349985)
2955709946,18.5352588,73.9321544,3,,,,POINT (73.9321544 18.5352588)
2955709953,18.5354994,73.929646,3,,,,POINT (73.929646 18.5354994)
2955709958,18.5353612,73.9280814,3,,,,POINT (73.9280814 18.5353612)
2955709967,18.5356019,73.930424,3,,,,POINT (73.930424 18.5356019)
2955709970,18.5356284,73.9296521,3,,,,POINT (73.9296521 18.5356284)
2955709973,18.5356703,73.9249383,1,,,,POINT (73.9249383 18.5356703)
2955709976,18.5356773,73.9292356,3,,,,POINT (73.9292356 18.5356773)
2955709977,18.5359168,73.9286134,1,,,,POINT (73.9286134 18.5359168)
2955709978,18.5359541,73.9107595,4,,,,POINT (73.9107595 18.5359541)
2955709983,18.5373035,73.9164387,1,,,,POINT (73.9164387 18.5373035)
2961304934,18.4586717,73.8090567,3,,,,POINT (73.8090567 18.4586717)
2961452744,18.5438025,73.9034324,1,,,,POINT (73.9034324 18.5438025)
2961452745,18.5438419,73.9028498,1,,,,POINT (73.9028498 18.5438419)
2961452747,18.5438992,73.9023504,1,,,,POINT (73.9023504 18.5438992)
2961452754,18.544395,73.9034417,3,,,,POINT (73.9034417 18.544395)
2961452755,18.544465,73.9029709,4,,,,POINT (73.9029709 18.544465)
2961452756,18.5445079,73.9023871,3,,,,POINT (73.9023871 18.5445079)
2961452773,18.5456168,73.9077056,3,,,,POINT (73.9077056 18.5456168)
2961452774,18.5456289,73.9076306,3,,,,POINT (73.9076306 18.5456289)
2961452775,18.5457162,73.907716,3,,,,POINT (73.907716 18.5457162)
2961452776,18.5457275,73.9076408,3,,,,POINT (73.9076408 18.5457275)
2961452808,18.5483219,73.9003073,3,,,,POINT (73.9003073 18.5483219)
2961452823,18.5491457,73.9182555,3,,,,POINT (73.9182555 18.5491457)
2961452832,18.5493593,73.9152803,3,,,,POINT (73.9152803 18.5493593)
2961452933,18.5493682,73.9151562,3,,,,POINT (73.9151562 18.5493682)
2961452935,18.549386,73.9149082,3,,,,POINT (73.9149082 18.549386)
2961452985,18.5503723,73.9155245,3,,,,POINT (73.9155245 18.5503723)
2961452990,18.550463,73.9151917,3,,,,POINT (73.9151917 18.550463)
2961452995,18.5505197,73.9097025,3,,,,POINT (73.9097025 18.5505197)
2961453003,18.5506622,73.9101571,3,,,,POINT (73.9101571 18.5506622)
2961453006,18.5506755,73.9097307,3,,,,POINT (73.9097307 18.5506755)
2961453034,18.5510609,73.9081497,3,,,,POINT (73.9081497 18.5510609)
2961453037,18.5511356,73.9085124,3,,,,POINT (73.9085124 18.5511356)
2961453038,18.551132,73.9071508,1,,,,POINT (73.9071508 18.551132)
2961453039,18.5511897,73.9108152,3,,,,POINT (73.9108152 18.5511897)
2961453040,18.5512134,73.910182,3,,,,POINT (73.910182 18.5512134)
2961453041,18.5512273,73.9097688,3,,,,POINT (73.9097688 18.5512273)
2961453043,18.5512481,73.9112117,3,,,,POINT (73.9112117 18.5512481)
2961453044,18.5512963,73.9187333,3,,,,POINT (73.9187333 18.5512963)
2961453045,18.5513471,73.9082002,3,,,,POINT (73.9082002 18.5513471)
2961453047,18.551401,73.9072105,1,,,,POINT (73.9072105 18.551401)
2961453049,18.5516185,73.9112105,3,,,,POINT (73.9112105 18.5516185)
2961453050,18.5516232,73.8981522,1,,,,POINT (73.8981522 18.5516232)
2961453051,18.5516724,73.9098061,3,,,,POINT (73.9098061 18.5516724)
2961453055,18.5517334,73.898523,1,,,,POINT (73.898523 18.5517334)
2961453056,18.5517857,73.9159474,3,,,,POINT (73.9159474 18.5517857)
2961453058,18.5518433,73.9157507,3,,,,POINT (73.9157507 18.5518433)
2961453059,18.5518462,73.8989027,1,,,,POINT (73.8989027 18.5518462)
2961453062,18.5521238,73.9165005,1,,,,POINT (73.9165005 18.5521238)
2961453066,18.5522283,73.9081625,3,,,,POINT (73.9081625 18.5522283)
2961453070,18.5523359,73.8971642,3,,,,POINT (73.8971642 18.5523359)
2961453071,18.5523661,73.8976446,3,,,,POINT (73.8976446 18.5523661)
2961453072,18.5524375,73.8978829,4,,,,POINT (73.8978829 18.5524375)
2961453073,18.5525462,73.8982541,4,,,,POINT (73.8982541 18.5525462)
2961453074,18.5526576,73.8986344,4,,,,POINT (73.8986344 18.5526576)
2961453076,18.5527141,73.8988273,1,,,,POINT (73.8988273 18.5527141)
2961453078,18.5533868,73.9170064,3,,,,POINT (73.9170064 18.5533868)
2961453081,18.5537251,73.9160409,3,,,,POINT (73.9160409 18.5537251)
2961617914,18.4979155,73.9369335,1,,,,POINT (73.9369335 18.4979155)
2961617915,18.4979831,73.9388931,1,,,,POINT (73.9388931 18.4979831)
2961617916,18.4979983,73.9379008,3,,,,POINT (73.9379008 18.4979983)
2961617917,18.498164,73.936665,1,,,,POINT (73.936665 18.498164)
2961617921,18.4983418,73.9378552,3,,,,POINT (73.9378552 18.4983418)
2961617922,18.4983911,73.9370892,1,,,,POINT (73.9370892 18.4983911)
2961617926,18.4985708,73.9384913,1,,,,POINT (73.9384913 18.4985708)
2961617928,18.4985937,73.9378168,3,,,,POINT (73.9378168 18.4985937)
2961617929,18.4986383,73.9333524,3,,,,POINT (73.9333524 18.4986383)
2961617930,18.4986781,73.9329127,3,,,,POINT (73.9329127 18.4986781)
2961618140,18.4987649,73.9378092,3,,,,POINT (73.9378092 18.4987649)
2961618141,18.4987946,73.9370858,3,,,,POINT (73.9370858 18.4987946)
2961618149,18.4990222,73.9321174,3,,,,POINT (73.9321174 18.4990222)
2961618150,18.4990263,73.9323251,3,,,,POINT (73.9323251 18.4990263)
2961618152,18.4990267,73.9312877,3,,,,POINT (73.9312877 18.4990267)
2961618153,18.4990434,73.932882,4,,,,POINT (73.932882 18.4990434)
2961618154,18.499051,73.9309417,3,,,,POINT (73.9309417 18.499051)
2961618157,18.4990411,73.9325804,3,,,,POINT (73.9325804 18.4990411)
2961618158,18.4990682,73.933413,3,,,,POINT (73.933413 18.4990682)
2961618159,18.4991146,73.9321212,3,,,,POINT (73.9321212 18.4991146)
2961618160,18.499133,73.9312871,3,,,,POINT (73.9312871 18.499133)
2961618162,18.4992042,73.9386356,1,,,,POINT (73.9386356 18.4992042)
2961618164,18.4992092,73.937832,3,,,,POINT (73.937832 18.4992092)
2961618171,18.4995116,73.9322291,3,,,,POINT (73.9322291 18.4995116)
2961618172,18.499529,73.9312922,3,,,,POINT (73.9312922 18.499529)
2961618182,18.4998654,73.9321183,3,,,,POINT (73.9321183 18.4998654)
2961618186,18.4999992,73.9326995,3,,,,POINT (73.9326995 18.4999992)
2961618187,18.5000306,73.9334075,3,,,,POINT (73.9334075 18.5000306)
2961618188,18.5000575,73.9361906,1,,,,POINT (73.9361906 18.5000575)
2961618190,18.5000754,73.9321276,3,,,,POINT (73.9321276 18.5000754)
2961618194,18.5003059,73.9321543,3,,,,POINT (73.9321543 18.5003059)
2961618197,18.5006175,73.9321778,3,,,,POINT (73.9321778 18.5006175)
2961618203,18.5008247,73.9374054,3,,,,POINT (73.9374054 18.5008247)
2961618205,18.5008973,73.9332056,3,,,,POINT (73.9332056 18.5008973)
2961618206,18.5009499,73.9361985,4,,,,POINT (73.9361985 18.5009499)
2961618208,18.5011861,73.9333098,1,,,,POINT (73.9333098 18.5011861)
2961618209,18.5014268,73.9321494,3,,,,POINT (73.9321494 18.5014268)
2961618211,18.5015996,73.9334119,3,,,,POINT (73.9334119 18.5015996)
2961618213,18.5016583,73.932707,3,,,,POINT (73.932707 18.5016583)
2961618214,18.5016756,73.9324097,3,,,,POINT (73.9324097 18.5016756)
2961618216,18.5017161,73.9314016,3,,,,POINT (73.9314016 18.5017161)
2961618223,18.5023649,73.9273595,3,,,,POINT (73.9273595 18.5023649)
2961618225,18.5024878,73.9331571,1,,,,POINT (73.9331571 18.5024878)
2961618227,18.5025039,73.9310781,1,,,,POINT (73.9310781 18.5025039)
2961618228,18.5025304,73.9314673,1,,,,POINT (73.9314673 18.5025304)
2961618229,18.5025437,73.9327809,1,,,,POINT (73.9327809 18.5025437)
2961618230,18.5025795,73.9301426,3,,,,POINT (73.9301426 18.5025795)
2961618238,18.5033159,73.9243514,3,,,,POINT (73.9243514 18.5033159)
2961618240,18.5033896,73.924353,3,,,,POINT (73.924353 18.5033896)
2961618243,18.5037765,73.9219586,3,,,,POINT (73.9219586 18.5037765)
2961618245,18.5038134,73.9225192,3,,,,POINT (73.9225192 18.5038134)
2961618246,18.5038195,73.9228906,3,,,,POINT (73.9228906 18.5038195)
2961618247,18.5039152,73.9225422,4,,,,POINT (73.9225422 18.5039152)
2961618249,18.5040639,73.9285955,1,,,,POINT (73.9285955 18.5040639)
2961618250,18.5041511,73.9277043,3,,,,POINT (73.9277043 18.5041511)
2961618262,18.5058693,73.9228773,1,,,,POINT (73.9228773 18.5058693)
2961618263,18.5061552,73.923435,1,,,,POINT (73.923435 18.5061552)
2961618266,18.5075822,73.9260007,3,,,,POINT (73.9260007 18.5075822)
2961618267,18.5077257,73.927453,3,,,,POINT (73.927453 18.5077257)
2962916588,18.5125675,73.8374934,1,,,,POINT (73.8374934 18.5125675)
2962916591,18.5133281,73.8369312,1,,,,POINT (73.8369312 18.5133281)
2962916606,18.5322984,73.8255568,1,,,,POINT (73.8255568 18.5322984)
2962916607,18.5324614,73.8254266,1,,,,POINT (73.8254266 18.5324614)
2962916608,18.5329963,73.8253711,4,,,,POINT (73.8253711 18.5329963)
2962916609,18.5330059,73.8254656,3,,,,POINT (73.8254656 18.5330059)
2962916611,18.5334709,73.8253317,1,,,,POINT (73.8253317 18.5334709)
2962916613,18.5347535,73.8286823,3,,,,POINT (73.8286823 18.5347535)
2963056040,18.4911884,73.915842,1,,,,POINT (73.915842 18.4911884)
2963056041,18.4913291,73.9190714,3,,,,POINT (73.9190714 18.4913291)
2963056043,18.4915759,73.9151665,1,,,,POINT (73.9151665 18.4915759)
2963056046,18.4919033,73.9162612,3,,,,POINT (73.9162612 18.4919033)
2963056049,18.4919304,73.9145094,1,,,,POINT (73.9145094 18.4919304)
2963056064,18.4922542,73.9155778,4,,,,POINT (73.9155778 18.4922542)
2963056065,18.4922664,73.91726,3,,,,POINT (73.91726 18.4922664)
2963056073,18.4926196,73.9148858,3,,,,POINT (73.9148858 18.4926196)
2963056078,18.4929255,73.9159849,3,,,,POINT (73.9159849 18.4929255)
2963056089,18.4936049,73.9317294,3,,,,POINT (73.9317294 18.4936049)
2963056090,18.4936839,73.913808,3,,,,POINT (73.913808 18.4936839)
2963056092,18.4941216,73.9144699,3,,,,POINT (73.9144699 18.4941216)
2963056094,18.4942852,73.9318362,1,,,,POINT (73.9318362 18.4942852)
2963056095,18.4945026,73.9136519,1,,,,POINT (73.9136519 18.4945026)
2963056101,18.4954169,73.9305254,3,,,,POINT (73.9305254 18.4954169)
2963056104,18.4951623,73.9312395,1,,,,POINT (73.9312395 18.4951623)
2963056106,18.495638,73.9328292,4,,,,POINT (73.9328292 18.495638)
2963056107,18.4954307,73.9315181,1,,,,POINT (73.9315181 18.4954307)
2963056110,18.4957516,73.931122,1,,,,POINT (73.931122 18.4957516)
2963056111,18.4957618,73.931826,1,,,,POINT (73.931826 18.4957618)
2963056115,18.4958822,73.9328908,4,,,,POINT (73.9328908 18.4958822)
2963056117,18.4960374,73.9317448,1,,,,POINT (73.9317448 18.4960374)
2963056120,18.4964976,73.933061,3,,,,POINT (73.933061 18.4964976)
2963056124,18.4966527,73.9316833,3,,,,POINT (73.9316833 18.4966527)
2963056126,18.4967003,73.9314521,3,,,,POINT (73.9314521 18.4967003)
2963056127,18.4967654,73.9312147,3,,,,POINT (73.9312147 18.4967654)
2963058847,18.4976394,73.9258084,3,,,,POINT (73.9258084 18.4976394)
2963058849,18.4978052,73.9260609,1,,,,POINT (73.9260609 18.4978052)
2963058852,18.4979201,73.926232,1,,,,POINT (73.926232 18.4979201)
2963058853,18.4979635,73.9264255,1,,,,POINT (73.9264255 18.4979635)
2963058855,18.497998,73.926631,1,,,,POINT (73.926631 18.497998)
2963058856,18.4980374,73.9270202,1,,,,POINT (73.9270202 18.4980374)
2963058857,18.4980482,73.9268181,1,,,,POINT (73.9268181 18.4980482)
2963058858,18.4980768,73.9272051,1,,,,POINT (73.9272051 18.4980768)
2963058860,18.4981312,73.9259803,3,,,,POINT (73.9259803 18.4981312)
2963058861,18.498144,73.9260453,3,,,,POINT (73.9260453 18.498144)
2963058862,18.4981495,73.9274305,1,,,,POINT (73.9274305 18.4981495)
2963058863,18.4981686,73.9261705,3,,,,POINT (73.9261705 18.4981686)
2963058864,18.498185,73.9262541,3,,,,POINT (73.9262541 18.498185)
2963058865,18.4982069,73.9263654,3,,,,POINT (73.9263654 18.4982069)
2963058866,18.4982239,73.9264519,3,,,,POINT (73.9264519 18.4982239)
2963058867,18.498247,73.9265695,3,,,,POINT (73.9265695 18.498247)
2963058868,18.4982844,73.9267597,3,,,,POINT (73.9267597 18.4982844)
2963058870,18.4983031,73.9268546,3,,,,POINT (73.9268546 18.4983031)
2963058871,18.4983218,73.9269499,3,,,,POINT (73.9269499 18.4983218)
2963058872,18.4983583,73.9271355,3,,,,POINT (73.9271355 18.4983583)
2963058873,18.498374,73.9259885,1,,,,POINT (73.9259885 18.498374)
2963058874,18.498467,73.9263874,1,,,,POINT (73.9263874 18.498467)
2963058875,18.498496,73.9261772,1,,,,POINT (73.9261772 18.498496)
2963058877,18.4985651,73.9268069,1,,,,POINT (73.9268069 18.4985651)
2963058878,18.4986183,73.927315,1,,,,POINT (73.927315 18.4986183)
2963058887,18.4997268,73.9221666,3,,,,POINT (73.9221666 18.4997268)
2963058896,18.5009969,73.9221666,4,,,,POINT (73.9221666 18.5009969)
2963058898,18.5010848,73.9214533,3,,,,POINT (73.9214533 18.5010848)
2963058901,18.5016999,73.9216607,3,,,,POINT (73.9216607 18.5016999)
2963058903,18.5024745,73.9209102,3,,,,POINT (73.9209102 18.5024745)
2963058904,18.5025214,73.9207166,4,,,,POINT (73.9207166 18.5025214)
2963058905,18.5026982,73.9202807,4,,,,POINT (73.9202807 18.5026982)
2963058906,18.5029503,73.9199378,3,,,,POINT (73.9199378 18.5029503)
2963058910,18.5033271,73.9193913,3,,,,POINT (73.9193913 18.5033271)
2963058915,18.5043115,73.9185214,4,,,,POINT (73.9185214 18.5043115)
2973342701,18.5588758,73.7933247,3,,,,POINT (73.7933247 18.5588758)
2973342710,18.561051,73.7950856,4,,,,POINT (73.7950856 18.561051)
2974295863,18.554084,73.8117852,1,,,,POINT (73.8117852 18.554084)
2974295864,18.5542528,73.8094734,3,,,,POINT (73.8094734 18.5542528)
2975668479,18.5576018,73.9092583,3,,,,POINT (73.9092583 18.5576018)
2975668488,18.5583546,73.9096938,3,,,,POINT (73.9096938 18.5583546)
2975668500,18.559015,73.9095261,1,,,,POINT (73.9095261 18.559015)
2975668510,18.5604768,73.9136938,3,,,,POINT (73.9136938 18.5604768)
2975668530,18.5612585,73.9145577,1,,,,POINT (73.9145577 18.5612585)
2975668657,18.5620312,73.9180903,3,,,,POINT (73.9180903 18.5620312)
2975668715,18.5683343,73.9087571,4,,,,POINT (73.9087571 18.5683343)
2975668721,18.5695706,73.9089814,1,,,,POINT (73.9089814 18.5695706)
2975668744,18.5728578,73.9110519,1,,,,POINT (73.9110519 18.5728578)
2975668751,18.5730112,73.9105249,3,,,,POINT (73.9105249 18.5730112)
2975668755,18.5730783,73.9099753,1,,,,POINT (73.9099753 18.5730783)
2975668756,18.5731317,73.9108777,1,,,,POINT (73.9108777 18.5731317)
2975668757,18.5731328,73.9105432,4,,,,POINT (73.9105432 18.5731328)
2975668762,18.5732858,73.9118718,3,,,,POINT (73.9118718 18.5732858)
2975668763,18.5733564,73.9113985,3,,,,POINT (73.9113985 18.5733564)
2975668767,18.5734268,73.9109272,3,,,,POINT (73.9109272 18.5734268)
2975668768,18.5734932,73.9106043,4,,,,POINT (73.9106043 18.5734932)
2975668770,18.573815,73.9114677,1,,,,POINT (73.9114677 18.573815)
2975668772,18.5739551,73.9106736,1,,,,POINT (73.9106736 18.5739551)
2982618819,18.5381701,73.9319804,3,,,,POINT (73.9319804 18.5381701)
2982618821,18.5396555,73.9296114,3,,,,POINT (73.9296114 18.5396555)
2982618822,18.5398437,73.93157,3,,,,POINT (73.93157 18.5398437)
2982618824,18.5554862,73.9339846,3,,,,POINT (73.9339846 18.5554862)
2982618825,18.5559536,73.9083494,4,,,,POINT (73.9083494 18.5559536)
2982618830,18.5564065,73.9332127,3,,,,POINT (73.9332127 18.5564065)
2982618832,18.5565312,73.9079676,3,,,,POINT (73.9079676 18.5565312)
2982620133,18.5576407,73.9281692,3,,,,POINT (73.9281692 18.5576407)
2982620137,18.5577656,73.9362111,3,,,,POINT (73.9362111 18.5577656)
2982620139,18.5577935,73.937816,3,,,,POINT (73.937816 18.5577935)
2982620143,18.5581316,73.9106215,3,,,,POINT (73.9106215 18.5581316)
2982620151,18.559537,73.9363804,3,,,,POINT (73.9363804 18.559537)
2982620160,18.562005,73.9316952,3,,,,POINT (73.9316952 18.562005)
2982620161,18.5622336,73.9309902,4,,,,POINT (73.9309902 18.5622336)
2982733287,18.5406218,73.9310662,3,,,,POINT (73.9310662 18.5406218)
2982733289,18.5423741,73.9235633,4,,,,POINT (73.9235633 18.5423741)
2982733290,18.5427855,73.9250764,4,,,,POINT (73.9250764 18.5427855)
2982733291,18.5427797,73.9257391,4,,,,POINT (73.9257391 18.5427797)
2982733292,18.5428053,73.9234839,4,,,,POINT (73.9234839 18.5428053)
